ROUTE,ROUTE,HPT,0,927
ROUTE,ROUTE,HST,0,435
ROW,ROW,BN,1,810
ROW,RIGHT OF WAY,PT,1,969
ROW,ROW,PT,2,809
ROW,RIGHT OF WAY,ST,0,970
ROW,ROW,ST,2,436
RPD,RAPID,ST,0,83
RPDS,RAPIDS,ST,0,84
RR CROSSING,RAILROAD CROSSING,ST,0,928
RR CRSG,RAILROAD CROSSING,ST,0,320
RR XING,RAILROAD CROSSING,ST,0,437
RST,REST,ST,0,85
RT,ROUTE,HPT,0,438
RTE,ROUTE,HPT,0,574
RUE,RUE,PT,0,86
RUN,RUN,BN,2,87
RUN,RUN,ST,0,210
RVR,RIVER,ST,0,575
S,S,BN,1,321
S,SOUTHBOUND,HPD,0,354
S,SOUTHBOUND,HSD,0,843
S,SOUTH,PD,3,676
S,SOUTH,SD,3,439
S HADLEY,SOUTH HADLEY,BN,0,211
SAINT,SAINT,BN,0,948
SARGEANT,SERGEANT,BN,0,234
SE,SOUTHEAST,PD,0,88
SE,SOUTHEAST,SD,0,811
SGT,SERGEANT,BN,0,112
SHOAR,SHORE,ST,0,89
SHOARS,SHORES,ST,0,677
SHORE,SHORE,BN,2,212
SHORE,SHORE,ST,0,322
SHORES,SHORES,BN,2,678
SHORES,SHORES,ST,0,90
SHOREWAY,SHOREWAY,ST,0,440
SHR,SHORE,ST,0,812
SHRS,SHORES,ST,0,91
SKWY,SKYWAY,ST,0,679
SKYWAY,SKYWAY,ST,0,441
SLIP,SLIP,ST,0,323
SLOPE,SLOPE,ST,0,324
SLOPE ,SLOPE,BN,1,987
SMT,SUMMIT,ST,0,325
SOUTH,SOUTH,BN,1,680
SOUTH,SOUTHBOUND,HPD,2,118
SOUTH,SOUTHBOUND,HSD,2,442
SOUTH,SOUTH,PD,3,929
SOUTH,SOUTH,SD,3,213
SOUTH HADLEY,SOUTH HADLEY,BN,0,681
SOUTHBOUND,SOUTHBOUND,HSD,0,711
SOUTHEAST,SOUTHEAST,BN,0,930
SOUTHEAST,SOUTHEAST,PD,0,813
SOUTHEAST,SOUTHEAST,SD,0,949
SOUTHWEST,SOUTHWEST,BN,1,92
SOUTHWEST,SOUTHWEST,PD,0,326
SOUTHWEST,SOUTHWEST,SD,0,710
SPG,SPRING,BN,2,8
SPG,SPRING,ST,0,327
SPGS,SPRINGS,ST,0,93
SPNG,SPRING,BN,2,488
SPNG,SPRING,ST,0,443
SPNGS,SPRINGS,ST,0,444
SPRING,SPRING,BN,2,244
SPRING,SPRING,ST,0,6
SPRINGS,SPRINGS,BN,2,94
SPRINGS,SPRINGS,ST,0,814
SPRNGS,SPRINGS,ST,0,445
SPUR,SPUR,BN,0,815
SPUR,SPUR,ST,0,931
SPURS,SPURS,ST,0,328
SQ,SQUARE,ST,0,932
SQR,SQUARE,ST,0,214
SQRE,SQUARE,ST,0,816
SQRS,SQUARES,ST,0,817
SQU,SQUARE,ST,0,682
SQUARE,SQUARE,BN,2,329
SQUARE,SQUARE,ST,0,95
SQUARES,SQUARES,ST,0,446
ST,SAINT,BN,0,683
ST,STREET,ST,2,330
ST RTE,ROUTE,HPT,0,684
ST.,SAINT,BN,0,447
STA,STATION,BN,2,331
STA,STATION,ST,0,96
STATE ROUTE,ROUTE,HPT,0,576
STATE ROUTE,ROUTE,HST,0,841
STATE RT,ROUTE,HPT,0,818
STATE RTE,ROUTE,HPT,0,448
STATION,STATION,BN,2,215
STATION,STATION,ST,0,449
STN,STATION,ST,0,216
STR,STREET,ST,0,577
STRAIGHTWAY,STRAIGHTWAY,BT,1,992
STRAIGHTWAY,STRAIGHTWAY,ST,0,332
STRAITS,STRAITS,ST,0,333
STRASSE,STRASSE,ST,0,450
STRE,STREET,ST,0,998
STREAM,STREAM,BN,2,489
STREAM,STREAM,ST,0,451
STREE,STREET,ST,0,997
STREET,STREET,ST,0,578
STREETS,STREETS,ST,0,452
STREME,STREAM,ST,0,579
STRI,STRIP,ST,0,933
STRIP,STRIP,ST,0,685
STRM,STREAM,BN,2,364
STRM,STREAM,ST,0,334
STROLL,STROLL,ST,0,686
STRP,STRIP,ST,0,453
STRT,STREET,ST,0,580
SUMIT,SUMMIT,ST,0,217
SUMITT,SUMMIT,ST,0,581
SUMMIT,SUMMIT,BN,2,934
SUMMIT,SUMMIT,ST,0,582
SW,SOUTHWEST,PD,0,935
SW,SOUTHWEST,SD,0,335
TE,TERRACE,ST,1,1317
TER,TERRACE,ST,0,687
TERMINAL,TERMINAL,BN,2,819
TERMINAL,TERMINAL,PT,0,688
TERR,TERRACE,ST,0,583
TERRACE,TERRACE,BN,1,820
TERRACE,TERRACE,ST,0,454
THROUGHWAY,THROUGHWAY,ST,0,97
TL,TRAIL,ST,1,996
TLPK,TRAILER PARK,ST,0,455
TOWERS,TOWERS,BN,2,9
TOWERS,TOWERS,ST,0,689
TPK,TURNPIKE,ST,1,1020
TPKE,TURNPIKE,ST,0,936
TR,TERRACE,ST,0,835
TRA,TRAIL,ST,0,1006
TRACE,TRACE,ST,0,603
TRACK,TRACK,BN,1,456
TRACK,TRACK,ST,0,336
TRACKS,TRACK,ST,0,337
TRAFFICWAY,TRAFFICWAY,ST,0,937
TRAIL,TRAIL,BN,1,338
TRAIL,TRAIL,ST,0,584
TRAILER PARK,TRAILER PARK,BN,1,961
TRAILER PARK,TRAILER PARK,SM,2,985
TRAILER PARK,TRAILER PARK,ST,0,585
TRAILS,TRAIL,ST,0,821
TRAK,TRACK,ST,0,690
TRCE,TRACE,ST,0,691
TRK,TRACK,ST,0,822
TRKS,TRACK,ST,0,692
TRL,TRAIL,ST,0,339
TRLS,TRAIL,ST,0,586
TRNPK,TURNPIKE,ST,0,823
TRWY,THROUGHWAY,ST,0,457
TUN,TUNNEL,ST,0,340
TUNEL,TUNNEL,ST,0,341
TUNL,TUNNEL,ST,0,458
TUNLS,TUNNEL,ST,0,98
TUNNEL,TUNNEL,BN,0,938
TUNNEL,TUNNEL,ST,0,693
TUNNELS,TUNNEL,ST,0,219
TUNNL,TUNNEL,ST,0,99
TURN,TURN,BN,0,220
TURN,TURNPIKE,ST,0,342
TURNPIKE,TURNPIKE,BN,0,343
TURNPIKE,TURNPIKE,ST,0,824
TURNPK,TURNPIKE,ST,0,825
TWRS,TOWERS,BN,2,10
TWRS,TOWERS,ST,0,826
UN,UNION,ST,0,221
UNDERPASS,UNDERPASS,BN,2,971
UNDERPASS,UNDERPASS,ST,0,694
UNION,UNION,BN,2,827
UNION,UNION,ST,0,828
UNIONS,UNIONS,ST,0,695
UPAS,UNDERPASS,ST,0,696
UPPER,UPPER,BN,2,587
UPPER,UPPER,PM,0,697
US,ROUTE,HPT,0,222
US ROUTE,ROUTE,HPT,0,939
US ROUTE,ROUTE,HST,0,1322
VALE,VALE,BN,1,978
VALE,VALE,ST,0,977
VALLEY,VALLEY,BN,2,344
VALLEY,VALLEY,ST,0,588
VALLEYS,VALLEYS,ST,0,459
VALLY,VALLEY,ST,0,589
VDCT,VIADUCT,ST,0,345
VENUE,VENUE,BN,2,590
VENUE,AVENUE,ST,0,223
VIA,VIA,PT,0,698
VIA,VIADUCT,ST,0,224
VIADCT,VIADUCT,ST,0,225
VIADUCT,VIADUCT,ST,0,699
VIEW,VIEW,BN,3,940
VIEW,VIEW,ST,0,460
VIEWS,VIEWS,ST,0,461
VIL,VILLAGE,ST,0,1009
VILL,VILLAGE,ST,0,100
VILLAG,VILLAGE,ST,0,462
VILLAGE,VILLAGE,BN,2,101
VILLAGE,VILLAGE,ST,0,463
VILLAGES,VILLAGES,BN,1,993
VILLAGES,VILLAGES,ST,0,464
VILLE,VILLE,ST,0,465
VILLG,VILLAGE,ST,0,102
VILLIAGE,VILLAGE,ST,0,941
VIS,VISTA,PM,0,953
VIS,VISTA,ST,0,829
VIST,VISTA,ST,0,226
VISTA,VISTA,BN,2,591
VISTA,VISTA,ST,0,700
VL,VILLE,ST,0,466
VLG,VILLAGE,ST,0,103
VLGS,VILLAGES,ST,0,104
VLLY,VALLEY,ST,0,105
VLY,VALLEY,ST,0,467
VLYS,VALLEYS,ST,0,830
VST,VISTA,ST,0,592
VSTA,VISTA,ST,0,227
VW,VIEW,ST,0,593
VWS,VIEWS,ST,0,701
W,W,BN,0,228
W,WESTBOUND,HPD,0,482
W,WESTBOUND,HSD,0,116
W,WEST,PD,3,346
W,WEST,SD,3,594
W BOYLSTON,WEST BOYLSTON,BN,0,831
W BRIDGEWATER,WEST BRIDGEWATER,BN,0,347
W BROOKFIELD,WEST BROOKFIELD,BN,0,595
W NEWBURY,WEST NEWBURY,BN,0,596
W SPRINGFIELD,WEST SPRINGFIELD,BN,0,468
W STOCKBRIDGE,WEST STOCKBRIDGE,BN,0,229
W TISBURY,WEST TISBURY,BN,0,597
WALK,WALK,BN,0,469
WALK,WALK,ST,0,702
WALKS,WALKS,ST,0,598
WAY,WAY,PT,0,703
WAY,WAY,ST,2,599
WAYE,WAYE,ST,0,106
WAYS,WAYS,ST,0,600
WDS,WOODS,ST,0,230
WELL,WELL,BN,2,832
WELL,WELL,ST,0,231
WELLS,WELLS,BN,2,972
WELLS,WELLS,ST,0,480
WES,WEST,PD,2,1013
WEST,WEST,BN,0,704
WEST,WESTBOUND,HPD,0,839
WEST,WESTBOUND,HSD,0,481
WEST,WEST,PD,1,348
WEST,WEST,SD,1,470
WEST BOYLSTON,WEST BOYLSTON,BN,0,107
WEST BRIDGEWATER,WEST BRIDGEWATER,BN,0,705
WEST BROOKFIELD,WEST BROOKFIELD,BN,0,349
WEST NEWBURY,WEST NEWBURY,BN,0,471
WEST SPRINGFIELD,WEST SPRINGFIELD,BN,0,942
WEST STOCKBRIDGE,WEST STOCKBRIDGE,BN,0,472
WEST TISBURY,WEST TISBURY,BN,0,833
WHA,WHARF,ST,1,1016
WHARF,WHARF,BN,1,108
WHARF,WHARF,ST,0,109
WHF,WHARF,ST,0,706
WHRF,WHARF,ST,0,601
WK,WALK,ST,0,350
WLS,WELLS,ST,0,473
WOOD,WOOD,BN,2,834
WOOD,WOOD,ST,0,707
WOODS,WOODS,BN,2,351
WOODS,WOODS,ST,0,352
WY,WAY,ST,0,1321
WY,WAY,ST,0,708
XING,CROSSING,PT,0,353
XING,CROSSING,ST,0,474
XRD,CROSSROAD,ST,0,943
XRDS,CROSSROADS,ST,0,232
XT,EXTENSION,ST,0,111
YARD,YARD,BN,2,726
YARD,YARD,ST,0,110
